,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,start,end,event,two_year_recid
2554,Male,24,Less than 25,Caucasian,0,4,0,0,1,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,917,0,No
2555,Male,38,25 - 45,Caucasian,0,2,0,0,8,32.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,388,0,No
2556,Male,23,Less than 25,Caucasian,0,2,0,0,0,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,827,0,No
2557,Male,42,25 - 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1044,0,No
2558,Male,32,25 - 45,Caucasian,0,5,0,0,4,47.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,1,0,659,0,No
2559,Male,24,Less than 25,Hispanic,0,7,0,0,3,8.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,8,0,423,1,Yes
2560,Female,32,25 - 45,African-American,0,6,0,0,3,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,754,0,No
2561,Male,40,25 - 45,African-American,0,9,0,0,13,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,3,0,595,0,No
2562,Male,42,25 - 45,Hispanic,0,1,0,0,1,119.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1058,0,No
2563,Male,27,25 - 45,African-American,0,3,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,719,0,No
2564,Male,32,25 - 45,African-American,0,4,0,0,1,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,2,3,139,1,Yes
2565,Male,38,25 - 45,African-American,0,7,0,0,2,66.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,4,0,43,0,Yes
2566,Male,29,25 - 45,Caucasian,0,2,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,3,956,0,No
2567,Male,28,25 - 45,African-American,0,3,0,0,7,239.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,2,0,403,1,Yes
2568,Male,49,Greater than 45,African-American,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1184,0,No
2569,Male,50,Greater than 45,Caucasian,0,1,0,0,0,2.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,787,0,No
2570,Female,28,25 - 45,Caucasian,0,7,0,0,1,1.0,F,1,0,Risk of Recidivism,Medium,Risk of Violence,3,9,757,1,No
2571,Male,25,25 - 45,African-American,0,2,0,0,0,0.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,3,0,195,1,Yes
2572,Male,25,25 - 45,African-American,0,3,0,0,4,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,3,8,289,1,Yes
2573,Male,45,Greater than 45,Caucasian,0,1,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1131,0,No
2574,Male,37,25 - 45,Other,0,1,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,28,1110,0,No
2575,Male,24,Less than 25,Hispanic,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,1,741,0,No
2576,Male,40,25 - 45,Caucasian,0,1,0,0,2,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1105,0,No
2577,Male,60,Greater than 45,Caucasian,0,1,0,0,1,22.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1185,0,No
2578,Female,33,25 - 45,Hispanic,0,2,0,0,0,2.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1032,0,No
2579,Male,31,25 - 45,African-American,0,9,0,1,6,1080.0,F,0,0,Risk of Recidivism,High,Risk of Violence,8,0,1122,0,No
2580,Male,53,Greater than 45,Hispanic,0,2,0,0,18,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,938,0,No
2581,Male,55,Greater than 45,Hispanic,0,1,0,0,0,7.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,737,0,No
2582,Male,36,25 - 45,Caucasian,0,6,0,0,4,465.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,737,0,No
2583,Male,30,25 - 45,Other,0,9,0,0,6,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,7,17,72,1,Yes
2584,Male,55,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,846,0,No
2585,Female,23,Less than 25,African-American,0,3,0,0,1,6.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,1123,0,No
2586,Female,40,25 - 45,African-American,0,10,0,0,13,133.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,0,31,1,Yes
2587,Male,32,25 - 45,Caucasian,0,1,0,0,2,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,138,0,No
2588,Male,47,Greater than 45,Caucasian,0,2,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,12,224,0,No
2589,Male,22,Less than 25,African-American,0,6,1,0,1,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,966,0,No
2590,Male,47,Greater than 45,Caucasian,0,1,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,771,0,No
2591,Male,28,25 - 45,African-American,0,8,0,0,5,2.0,F,0,0,Risk of Recidivism,High,Risk of Violence,4,34,108,0,No
2592,Male,34,25 - 45,African-American,0,2,0,0,4,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,779,0,No
2593,Male,65,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,21,0,No
2594,Female,23,Less than 25,Caucasian,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1104,0,No
2595,Female,44,25 - 45,Caucasian,0,1,0,0,0,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,795,0,No
2596,Male,21,Less than 25,Hispanic,1,8,0,0,1,321.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,0,87,1,Yes
2597,Male,24,Less than 25,African-American,0,3,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,1165,0,No
2598,Male,51,Greater than 45,Caucasian,0,2,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,852,0,No
2599,Male,39,25 - 45,Caucasian,0,6,0,0,6,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,927,0,No
2600,Male,24,Less than 25,Caucasian,0,6,0,0,1,5.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,850,0,No
2601,Male,31,25 - 45,African-American,0,10,0,2,11,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,7,0,377,1,Yes
2602,Female,35,25 - 45,African-American,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,830,0,No
2603,Male,30,25 - 45,Other,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,846,0,No
2604,Male,34,25 - 45,Caucasian,0,7,0,0,8,104.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,735,0,No
2605,Female,39,25 - 45,African-American,0,6,0,0,4,3.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,1,0,700,0,No
2606,Male,29,25 - 45,African-American,0,2,0,0,6,60.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,702,0,No
2607,Male,51,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,908,0,No
2608,Male,22,Less than 25,Caucasian,0,7,0,1,1,4.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,236,1051,0,No
2609,Male,29,25 - 45,Caucasian,0,2,0,0,2,24.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,875,0,No
2610,Male,33,25 - 45,Caucasian,0,4,0,0,3,16.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,3,0,80,1,Yes
2611,Male,54,Greater than 45,Other,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,27,1135,0,No
2612,Male,30,25 - 45,African-American,0,2,0,0,3,166.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,477,0,No
2613,Male,48,Greater than 45,African-American,0,4,0,0,10,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,175,913,0,No
2614,Male,23,Less than 25,African-American,0,8,0,0,0,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,7,2,859,0,No
2615,Male,23,Less than 25,Caucasian,0,7,0,0,2,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,6,14,28,0,Yes
2616,Male,47,Greater than 45,Asian,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,53,0,No
2617,Male,21,Less than 25,Other,0,4,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,6,1,536,0,No
2618,Male,48,Greater than 45,Caucasian,0,1,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,766,0,No
2619,Male,50,Greater than 45,Caucasian,0,3,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,13,1100,0,No
2620,Male,39,25 - 45,Caucasian,0,3,0,0,2,1127.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,844,0,No
2621,Male,49,Greater than 45,African-American,2,3,0,0,13,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1155,0,No
2622,Male,58,Greater than 45,Caucasian,0,5,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,4,770,0,No
2623,Male,31,25 - 45,African-American,0,8,0,0,6,0.0,F,0,0,Risk of Recidivism,High,Risk of Violence,6,0,45,0,No
2624,Male,23,Less than 25,African-American,0,7,0,2,1,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,870,0,No
2625,Male,33,25 - 45,Other,0,1,0,0,0,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,2,83,499,1,Yes
2626,Male,57,Greater than 45,Caucasian,0,2,0,0,6,24.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,919,0,No
2627,Female,31,25 - 45,Caucasian,0,2,0,0,0,3.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,837,0,No
2628,Male,57,Greater than 45,African-American,0,6,0,0,19,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,1,2,326,0,No
2629,Male,57,Greater than 45,Caucasian,0,5,0,0,12,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,1,3,210,0,No
2630,Male,45,Greater than 45,African-American,0,3,0,0,11,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,838,0,No
2631,Male,42,25 - 45,Caucasian,0,5,0,0,0,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,838,0,No
2632,Male,48,Greater than 45,Other,0,2,0,0,7,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1052,0,No
2633,Male,23,Less than 25,Caucasian,0,4,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,521,0,No
2634,Female,28,25 - 45,Caucasian,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,851,0,No
2635,Male,41,25 - 45,African-American,0,7,0,0,3,1453.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,1096,0,No
2636,Male,25,25 - 45,African-American,0,2,0,0,1,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,3,0,296,1,Yes
2637,Female,34,25 - 45,Caucasian,0,5,0,0,3,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,9,970,0,No
2638,Male,27,25 - 45,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,840,0,No
2639,Male,39,25 - 45,African-American,0,4,0,0,4,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,40,907,0,No
2640,Female,55,Greater than 45,Caucasian,0,4,0,0,6,192.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1001,0,No
2641,Male,27,25 - 45,African-American,0,5,0,0,4,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,6,50,236,1,Yes
2642,Male,26,25 - 45,Caucasian,0,9,0,0,2,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,8,0,95,1,Yes
2643,Male,33,25 - 45,African-American,0,10,0,0,17,167.0,F,1,1,Risk of Recidivism,High,Risk of Violence,10,0,388,1,Yes
2644,Male,27,25 - 45,Caucasian,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,954,0,No
2645,Male,29,25 - 45,African-American,0,2,0,0,4,1.0,F,1,0,Risk of Recidivism,Low,Risk of Violence,2,0,162,0,No
2646,Male,27,25 - 45,African-American,0,6,0,0,7,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,4,951,0,No
2647,Female,24,Less than 25,Caucasian,0,8,0,0,0,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,5,1,440,0,No
2648,Male,20,Less than 25,Caucasian,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,6,0,933,0,No
2649,Female,23,Less than 25,Caucasian,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,537,0,No
2650,Female,48,Greater than 45,African-American,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1185,0,No
2651,Female,41,25 - 45,Caucasian,0,5,0,0,3,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,954,0,No
2652,Female,54,Greater than 45,Caucasian,0,5,0,0,7,98.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,805,0,No
2653,Female,25,25 - 45,African-American,0,10,0,0,5,389.0,M,0,0,Risk of Recidivism,High,Risk of Violence,9,0,1088,0,No
2654,Female,22,Less than 25,Caucasian,0,3,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,833,0,No
2655,Male,32,25 - 45,African-American,0,1,0,0,7,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,739,0,No
2656,Male,44,25 - 45,African-American,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,492,0,No
2657,Male,28,25 - 45,African-American,0,1,0,0,1,90.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,953,0,No
2658,Male,60,Greater than 45,African-American,0,1,0,0,3,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,838,0,No
2659,Male,49,Greater than 45,Caucasian,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1143,0,No
2660,Male,32,25 - 45,African-American,0,4,0,0,9,60.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,914,0,No
2661,Male,30,25 - 45,African-American,0,4,0,0,10,0.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,5,2,54,1,Yes
2662,Male,52,Greater than 45,Caucasian,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1171,0,No
2663,Female,27,25 - 45,African-American,0,10,0,0,1,1056.0,M,0,0,Risk of Recidivism,High,Risk of Violence,9,0,769,0,No
2664,Male,34,25 - 45,African-American,0,10,0,0,0,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,9,1,809,0,No
2665,Male,55,Greater than 45,African-American,0,4,0,0,5,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,1,3,29,1,Yes
2666,Male,37,25 - 45,African-American,0,6,0,0,6,552.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,938,0,No
2667,Male,33,25 - 45,African-American,0,7,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,1137,0,No
2668,Female,27,25 - 45,African-American,0,2,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,1066,0,No
2669,Male,33,25 - 45,Caucasian,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,53,1078,0,No
2670,Male,26,25 - 45,African-American,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,786,0,No
2671,Male,29,25 - 45,African-American,0,5,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,1,1145,0,No
2672,Male,32,25 - 45,African-American,0,3,0,0,1,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,1131,0,No
2673,Male,37,25 - 45,Caucasian,0,1,0,0,4,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1147,0,No
2674,Male,31,25 - 45,African-American,0,10,0,0,15,0.0,F,0,0,Risk of Recidivism,High,Risk of Violence,7,104,477,0,No
2675,Male,31,25 - 45,African-American,0,4,0,0,6,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,41,214,0,No
2676,Female,36,25 - 45,Caucasian,0,3,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,1,870,0,No
2677,Male,35,25 - 45,African-American,0,6,0,0,4,20.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,852,0,No
2678,Female,37,25 - 45,African-American,0,1,0,0,1,11.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,767,0,No
2679,Male,34,25 - 45,Caucasian,0,2,0,0,5,43.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,4,5,27,1,Yes
2680,Female,50,Greater than 45,African-American,0,6,0,0,12,289.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,3,0,316,1,Yes
2681,Female,45,Greater than 45,African-American,0,1,0,0,1,4.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1015,0,No
2682,Male,70,Greater than 45,African-American,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1124,0,No
2683,Male,26,25 - 45,African-American,0,4,0,0,2,1157.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,607,0,No
2684,Male,23,Less than 25,African-American,1,9,0,0,4,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,9,2,496,0,No
2685,Male,27,25 - 45,Caucasian,0,4,0,0,5,12.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,820,0,No
2686,Male,23,Less than 25,African-American,0,3,0,0,2,0.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,4,0,275,1,Yes
2687,Male,26,25 - 45,African-American,0,5,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,731,0,No
2688,Female,23,Less than 25,Caucasian,0,6,0,0,2,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,1121,0,No
2689,Female,46,Greater than 45,Caucasian,0,2,0,0,1,2.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,1,24,1106,1,No
2690,Female,27,25 - 45,African-American,1,5,0,0,1,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,27,1059,0,No
2691,Male,45,Greater than 45,Caucasian,0,2,0,0,7,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1135,0,No
2692,Male,42,25 - 45,African-American,0,5,0,0,1,12.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,893,0,No
2693,Male,49,Greater than 45,Caucasian,0,4,0,0,3,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,198,0,No
2694,Male,29,25 - 45,Hispanic,0,2,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,900,0,No
2695,Female,52,Greater than 45,Caucasian,0,1,0,0,1,8.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,36,0,No
2696,Male,37,25 - 45,Hispanic,0,1,0,0,4,0.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,1,1,9,1,Yes
2697,Male,26,25 - 45,African-American,0,3,0,0,1,1.0,M,1,0,Risk of Recidivism,Low,Risk of Violence,4,6,852,1,No
2698,Male,47,Greater than 45,Hispanic,0,1,0,0,1,27.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,799,0,No
2699,Male,25,25 - 45,African-American,0,6,0,0,1,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,6,0,1176,0,No
2700,Male,21,Less than 25,African-American,1,10,0,0,1,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,5,81,1,Yes
2701,Male,48,Greater than 45,African-American,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1098,0,No
2702,Female,40,25 - 45,Caucasian,0,2,0,0,1,55.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,200,0,No
2703,Female,24,Less than 25,Other,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,836,0,No
2704,Male,22,Less than 25,African-American,0,4,0,0,0,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,5,0,308,1,Yes
2705,Male,36,25 - 45,African-American,0,8,0,0,4,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,5,0,1100,0,No
2706,Male,38,25 - 45,Caucasian,0,2,0,0,2,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,28,717,0,No
2707,Male,54,Greater than 45,Other,0,1,0,0,2,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,892,0,No
2708,Male,24,Less than 25,Hispanic,0,4,0,0,1,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,11,1166,0,No
2709,Female,44,25 - 45,Caucasian,0,1,0,0,0,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,1,0,369,1,Yes
2710,Male,64,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,884,0,No
2711,Female,45,Greater than 45,Other,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,956,0,No
2712,Male,49,Greater than 45,African-American,0,5,0,0,1,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,6,4,904,0,No
2713,Female,45,Greater than 45,African-American,0,7,0,0,3,6594.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,974,0,No
2714,Male,33,25 - 45,Asian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,761,0,No
2715,Male,44,25 - 45,Hispanic,0,2,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1099,0,No
2716,Male,51,Greater than 45,African-American,0,1,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,2,934,0,No
2717,Male,50,Greater than 45,African-American,0,1,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,402,0,No
2718,Male,33,25 - 45,Caucasian,0,2,2,0,2,22.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,903,0,No
2719,Female,54,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,29,806,0,No
2720,Male,33,25 - 45,Caucasian,0,9,0,1,14,78.0,F,0,0,Risk of Recidivism,High,Risk of Violence,8,0,278,0,No
2721,Male,34,25 - 45,Caucasian,0,1,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,891,0,No
2722,Male,21,Less than 25,African-American,0,9,0,0,1,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,8,0,105,1,Yes
2723,Male,33,25 - 45,African-American,0,4,0,0,5,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,909,0,No
2724,Male,32,25 - 45,African-American,0,7,0,1,9,1.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,4,22,243,1,Yes
2725,Male,45,Greater than 45,Caucasian,0,1,0,0,1,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,821,0,No
2726,Female,29,25 - 45,African-American,0,10,0,0,0,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,7,1,778,0,No
2727,Male,44,25 - 45,African-American,0,3,0,0,3,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1063,0,No
2728,Female,28,25 - 45,African-American,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,793,0,No
2729,Male,27,25 - 45,Caucasian,0,3,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,821,0,No
2730,Female,30,25 - 45,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,738,0,No
2731,Male,32,25 - 45,African-American,0,7,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,1,1086,0,No
2732,Male,27,25 - 45,Caucasian,0,4,0,0,5,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,952,0,No
2733,Female,62,Greater than 45,Other,0,-1,0,0,1,2.0,F,0,0,Risk of Recidivism,,Risk of Violence,1,0,921,0,No
2734,Male,21,Less than 25,African-American,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,1,672,0,No
2735,Male,32,25 - 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,18,1089,0,No
2736,Male,56,Greater than 45,African-American,0,1,0,0,3,28.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,778,0,No
2737,Female,44,25 - 45,African-American,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1133,0,No
2738,Female,25,25 - 45,Caucasian,0,7,0,0,6,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,24,1046,0,No
2739,Female,20,Less than 25,African-American,0,5,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,934,0,No
2740,Male,35,25 - 45,African-American,0,5,0,0,1,4272.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,5,1,820,0,No
2741,Male,24,Less than 25,African-American,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,789,0,No
2742,Female,40,25 - 45,Hispanic,0,2,0,0,2,7.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,914,0,No
2743,Female,21,Less than 25,African-American,0,3,0,0,2,12.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,807,0,No
2744,Male,38,25 - 45,African-American,0,5,0,0,9,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,4,1,35,1,Yes
2745,Male,36,25 - 45,Caucasian,0,6,0,0,9,0.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,4,233,356,1,Yes
2746,Male,32,25 - 45,African-American,0,6,0,0,3,653.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,1133,0,No
2747,Male,23,Less than 25,Hispanic,0,7,0,1,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,34,1071,0,No
2748,Male,23,Less than 25,Caucasian,0,8,0,0,3,1.0,M,1,1,Risk of Recidivism,High,Risk of Violence,6,25,57,1,Yes
2749,Female,68,Greater than 45,African-American,0,2,0,0,5,4.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,893,0,No
